CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
761152107,RMD,ResMed Inc.,107742,606,24.19M,136.03K,+0.6%,0.06%
92242T101,VVX,V2X Inc,3746,1921,256.6K,131.59K,+105.3%,<.01%
303250104,FICO,Fair Isaac Corp.,12124,123,12.94M,131.31K,+1%,0.03%
457669307,INSM,Insmed Inc,111058,800,18.16M,130.82K,+0.7%,0.04%
40434L105,HPQ,HP Inc,443809,6800,8.53M,130.63K,+1.6%,0.02%
69351T106,PPL,PPL Corp,26995,3400,1.03M,129.88K,+14.4%,<.01%
25754A201,DPZ,Domino's Pizza Inc,18004,360,6.46M,129.16K,+2%,0.02%
039483102,ADM,Archer-Daniels-Midland Co,13263,1700,964.09K,123.57K,+14.7%,<.01%
674599105,OXY,Occidental Petroleum Corp,37880,1900,2.46M,123.5K,+5.3%,<.01%
589378108,MRCY,Mercury Systems Inc,4603,1657,335.61K,120.81K,+56.2%,<.01%
09581B103,OWL,Blue Owl Capital Inc A,118480,13199,1.08M,120.51K,+12.5%,<.01%
12514G108,CDW,CDW Corp/DE,77345,994,9.36M,120.29K,+1.3%,0.02%
74758T303,QLYS,Qualys Inc,3517,1352,308.97K,118.77K,+62.4%,<.01%
122017106,BURL,Burlington Stores Inc,29350,360,9.55M,117.14K,+1.2%,0.02%
496902404,KGC,Kinross Gold Corp (CAD),64592,3797,1.97M,115.88K,+6.2%,<.01%
023939101,AMTM,Amentum Holdings Inc,8129,4167,212K,108.68K,+105.2%,<.01%
808625107,SAIC,Science Applications International Corp,2193,1124,208.16K,106.69K,+105.1%,<.01%
912008109,USFD,US Foods Holding Corp,270013,1087,24.9M,100.23K,+0.4%,0.06%
36118L106,FUTU,Futu Holdings Ltd,32647,730,4.46M,99.83K,+2.3%,0.01%
48242W106,KBR,KBR Inc,5281,2707,194.66K,99.78K,+105.2%,<.01%
751212101,RL,Ralph Lauren Corp A,31547,289,10.85M,99.41K,+0.9%,0.03%
053332102,AZO,AutoZone Inc.,7553,29,25.51M,97.96K,+0.4%,0.06%
688239201,OSK,Oshkosh Corp,1260,646,185.49K,95.1K,+105.2%,<.01%
H2906T109,GRMN,Garmin Ltd,64671,400,15M,92.8K,+0.6%,0.04%
62944T105,NVR,NVR Inc,600,13,3.95M,85.67K,+2.2%,<.01%
02156V109,OKLO,Oklo Inc,43400,1700,2.15M,84.3K,+4.1%,<.01%
92939U106,WEC,WEC Energy Group Inc,6259,700,724.6K,81.04K,+12.6%,<.01%
146869102,CVNA,Carvana Co A,60467,255,19.01M,80.17K,+0.4%,0.05%
296315104,ESE,ESCO Technologies Inc,1130,279,317.95K,78.5K,+32.8%,<.01%
517834107,LVS,Las Vegas Sands Corp.,315003,1437,16.97M,77.43K,+0.5%,0.04%
88579Y101,MMM,3M Co.,271217,518,39.39M,75.23K,+0.2%,0.09%
92936U109,WPC,WP Carey Inc,136138,1100,9.25M,74.76K,+0.8%,0.02%
874080104,TAL,TAL Education Group,127447,6500,1.45M,73.9K,+5.4%,<.01%
201723103,CMC,Commercial Metals Co,181959,1173,11.18M,72.06K,+0.6%,0.03%
526107107,LII,Lennox International Inc,14534,120,6.75M,55.7K,+0.8%,0.02%
540424108,L,Loews Corp,13352,500,1.43M,53.37K,+3.9%,<.01%
81141R100,SE,Sea Ltd,196557,631,16.28M,52.25K,+0.3%,0.04%
833445109,SNOW,Snowflake Inc,178805,325,26.97M,49.02K,+0.2%,0.07%
88025T102,TENB,Tenable Holdings Inc,14612,2731,247.16K,46.19K,+23%,<.01%
233331107,DTE,DTE Energy Co,3375,300,493.49K,43.87K,+9.8%,<.01%
000361105,AIR,AAR Corp,695,357,76.08K,39.08K,+105.6%,<.01%
878742204,TECK,Teck Resources Ltd B,738,738,38.18K,38.18K,NEW,<.01%
G98239109,XP,XP Inc,96900,2000,1.84M,38.08K,+2.1%,<.01%
574599106,MAS,Masco Corp,50610,600,3.06M,36.22K,+1.2%,<.01%
680665205,OLN,Olin Corp,2244,1151,66.71K,34.22K,+105.3%,<.01%
45866F104,ICE,Intercontinental Exchange Inc,341240,186,53.67M,29.25K,+0.1%,0.13%
70202L102,PSN,Parsons Corp,1038,532,56.23K,28.82K,+105.1%,<.01%
92552V100,VSAT,Viasat Inc,1986,618,90.96K,28.3K,+45.2%,<.01%
N6596X109,NXPI,NXP Semiconductors NV,119385,94,23.5M,18.5K,+0.1%,0.06%
83304A106,SNAP,Snap Inc,465496,2900,2.14M,13.34K,+0.6%,<.01%
H11356104,BG,Bunge Global SA,5990,100,761.93K,12.72K,+1.7%,<.01%
08975B109,BBAI,BigBear.ai Holdings Inc,5342,2738,18.8K,9.64K,+105.1%,<.01%
595017104,MCHP,Microchip Technology Inc.,276485,63,17.86M,4.07K,+0%,0.04%
45168D104,IDXX,IDEXX Laboratories Inc.,44067,6,24.76M,3.37K,+0%,0.06%
84265V105,SCCO,Southern Copper Corp.,31,14,5.33K,2.41K,+82.4%,<.01%
35953D401,FUBO,FuboTV Inc A (US),40,40,378,378,NEW,<.01%
04965N104,RNA,Atrium Therapeutics Inc,21,21,280,280,NEW,<.01%
530158104,USA,LIBERTY ALL STAR EQUITY FUND (US),14,14,78,78,NEW,<.01%
427096508,HTGC,Hercules Capital Inc,9,5,133,73.89,+125%,<.01%
78454L100,SM,SM Energy Co.,2,2,62,62,NEW,<.01%
84741T104,SPE,Special Opportunities Fund Inc,4,4,55,55,NEW,<.01%
43087N204,HSLV.TO,Highlander Silver Corp (CAD),6,6,35,35,NEW,<.01%
40167F101,GOF,Guggenheim Strategic Opportunities Fund,3,3,33,33,NEW,<.01%
783754104,RYZ,Ryerson Holding Corp,1,1,22,22,NEW,<.01%
91704K301,FLZH,URBAN-GRO INC (US),1,1,22,22,NEW,<.01%
09058V103,BCRX,BioCryst Pharmaceuticals Inc,2,2,19,19,NEW,<.01%
269808101,ECC,Eagle Point Credit Company Inc,9,5,34,18.89,+125%,<.01%
858568108,SCM,STELLUS CAPITAL INVESTMENT CORP (US),6,2,55,18.33,+50%,<.01%
708062104,PNNT,PennantPark Investment corp.,6,4,27,18,+200%,<.01%
44045A102,HRZN,Horizon Technology Finance Corp,8,4,34,17,+100%,<.01%
80280U205,SCZ.V,Santacruz Silver Mining Ltd,2,2,17,17,NEW,<.01%
98400T304,XFLT,XAI Octagon Floating Rate Alternative IncTrust,1,1,17,17,NEW,<.01%
G8267K406,SMX,SMX (Security Matters) PLC (US),2,2,17,17,NEW,<.01%
74638P307,PPBT,Purple Biotech Ltd (ADR),4,4,16,16,NEW,<.01%
45333F208,IXHL,INCANNEX HEALTHCARE INC (US),5,5,15,15,NEW,<.01%
189763204,CODX,Co-Diagnostics Inc,7,7,13,13,NEW,<.01%
454089103,IFN,Aberdeen India Fund Inc,1,1,11,11,NEW,<.01%
65540B303,NDLS,Noodles & Company A,1,1,9,9,NEW,<.01%
75120L209,RLYB,Rallybio Corporation (US),1,1,9,9,NEW,<.01%
288578107,EARN,ELLINGTON CREDIT CO REIT (US),3,2,13,8.67,+200%,<.01%
465562106,ITUB,Itau Unibanco Holding SA - Adr,2,1,17,8.5,+100%,<.01%
74348T102,PSEC,Prospect Capital Corp,5,3,13,7.8,+150%,<.01%
21924B302,CLM,Cornerstone Strategic Investment Fund Inc,3,1,22,7.33,+50%,<.01%
345523401,FRSX,Foresight Autonomous Holdings Ltd ADR (US),2,2,5,5,NEW,<.01%
3622AW502,GRI,GRI BIO INC (US),2,2,5,5,NEW,<.01%
76152G209,RVPH,REVIVA PHARMACEUTICALS HOLDINGS INC,7,7,5,5,NEW,<.01%
373678705,GOVX,GEOVAX LABS INC (US),3,3,4,4,NEW,<.01%
45676K111,,Infleqtion Inc Warrant 17/02-2031,1,1,4,4,NEW,<.01%
84841L506,ANY,SPHERE 3D CORP,3,3,4,4,NEW,<.01%
007025877,ADTX,ADITXT INC (US),3,3,3,3,NEW,<.01%
42227W405,HCTI,Healthcare Triangle Inc,1,1,3,3,NEW,<.01%
898920103,HURA,TuHURA Biosciences Inc,1,1,2,2,NEW,<.01%
67021W400,BURU,Nuburu Inc (US),7,7,1,1,NEW,<.01%
68627G104,ORIO.TO,Orion Digital Corp (CA),1,1,1,1,NEW,<.01%
14316J108,CG,Carlyle Group Inc/The,131309,0,6.35M,0,NO CHANGE,0.02%
N97284108,NBIS,Nebius Group NV,50493,0,5.24M,0,NO CHANGE,0.01%
26441C204,DUK,Duke Energy Corp,9387,0,1.23M,0,NO CHANGE,<.01%
G0378L100,AU,Anglogold Ashanti Plc,10200,0,993.07K,0,NO CHANGE,<.01%
35671D857,FCX,Freeport-McMoRan Inc,16620,0,976.92K,0,NO CHANGE,<.01%
98389B100,XEL,Xcel Energy Inc,7299,0,579.83K,0,NO CHANGE,<.01%
337932107,FE,FirstEnergy Corp,8562,0,433.75K,0,NO CHANGE,<.01%
018802108,LNT,Alliant Energy Corp,4700,0,337.27K,0,NO CHANGE,<.01%
023608102,AEE,Ameren Corp,2801,0,307.89K,0,NO CHANGE,<.01%
30034W106,EVRG,Evergy Inc,2500,0,204.8K,0,NO CHANGE,<.01%
723484101,PNW,Pinnacle West Capital Corp,1600,0,161.2K,0,NO CHANGE,<.01%
03743Q108,APA,APA Corp,3000,0,127.32K,0,NO CHANGE,<.01%
65249B208,NWS,News Corp,2800,0,79.83K,0,NO CHANGE,<.01%
05990K106,BANC,Banc of California Inc,4200,0,73.84K,0,NO CHANGE,<.01%
358054104,FRSH,Freshworks Inc (US),8000,0,64.24K,0,NO CHANGE,<.01%
60871R209,TAP,Molson Coors Beverage Co,1400,0,60.28K,0,NO CHANGE,<.01%
670002401,NVAX,Novavax Inc,7400,0,60.24K,0,NO CHANGE,<.01%
844741108,LUV,Southwest Airlines Co,1200,0,45.08K,0,NO CHANGE,<.01%
42806J700,HTZ,Hertz Global Holdings Inc,8000,0,36.88K,0,NO CHANGE,<.01%
G4253H101,JHX,James Hardie Industries PLC,1033,0,19.57K,0,NO CHANGE,<.01%
601137102,MRP,Millrose Properties Inc,500,0,14K,0,NO CHANGE,<.01%
44891N208,IAC,IAC Inc,300,0,12.01K,0,NO CHANGE,<.01%
031652100,AMKR,Amkor Technology Inc,100,0,4.5K,0,NO CHANGE,<.01%
G61188101,LBTYA,Liberty Global Ltd,300,0,3.63K,0,NO CHANGE,<.01%
754907103,RYN,Rayonier Inc.,112,0,2.31K,0,NO CHANGE,<.01%
10949T109,BRSP,BrightSpire Capital Inc,400,0,2.24K,0,NO CHANGE,<.01%
22041X102,CRSR,Corsair Gaming Inc,400,0,2.22K,0,NO CHANGE,<.01%
36164V602,GLIBA,GCI Liberty Inc,60,0,2.21K,0,NO CHANGE,<.01%
163851108,CC,Chemours Co/The,100,0,2.2K,0,NO CHANGE,<.01%
58463J304,MPW,Medical Properties Trust Inc,400,0,1.85K,0,NO CHANGE,<.01%
674599162,OXYWS,Occidental Petroleum Corp Wts 03/08-2027,39,0,1.67K,0,NO CHANGE,<.01%
70509V100,PEB,Pebblebrook Hotel Trust,100,0,1.26K,0,NO CHANGE,<.01%
36467W117,GME,GameStop Corp,320,0,1.24K,0,NO CHANGE,<.01%
00183L201,ANGI,Angi Inc A,163,0,1.12K,0,NO CHANGE,<.01%
00165C302,AMC,AMC Entertainment Holdings Inc,1000,0,980,0,NO CHANGE,<.01%
549498202,LCID,Lucid Group Inc,70,0,667,0,NO CHANGE,<.01%
382550101,GT,Goodyear Tire & Rubber Co/The,100,0,663,0,NO CHANGE,<.01%
37733W204,GSK,GSK PLC (ADR) (US),11,0,607,0,NO CHANGE,<.01%
87043Q108,SG,Sweetgreen Inc,100,0,519,0,NO CHANGE,<.01%
47215P106,JD,JD.com Inc ADR,16,0,473,0,NO CHANGE,<.01%
00091G104,ACVA,ACV Auctions Inc,100,0,424,0,NO CHANGE,<.01%
389930207,BTC,Grayscale Bitcoin Mini Trust ETF,6,0,180,0,NO CHANGE,<.01%
19842X109,STK,Columbia Seligman Premium Technology Growth,4,0,152,0,NO CHANGE,<.01%
640268306,NKTR,Nektar Therapeutics Inc.,2,0,144,0,NO CHANGE,<.01%
11271J107,BN,BROOKFIELD CORP (CA),3,0,121,0,NO CHANGE,<.01%
91822M502,VEON,VEON LTD ADR (US),2,0,93,0,NO CHANGE,<.01%
74350P675,SQQQ,ProShares UltraPro Short QQQ ETF,1,0,80,0,NO CHANGE,<.01%
29272C301,WATT,ENERGOUS CORP (US),4,0,63,0,NO CHANGE,<.01%
92918V307,VRM,Vroom Inc (US),4,0,53,0,NO CHANGE,<.01%
9837FR209,SPRU,SPRUCE POWER HOLDING CORP (US),11,0,45,0,NO CHANGE,<.01%
020398707,ALMTF,Almonty Industries Inc.,3,0,44,0,NO CHANGE,<.01%
32076V103,AG,First Majestic Silver Corp. (US),2,0,43,0,NO CHANGE,<.01%
74350P642,SRTY,ProShares UltraPro Short Russell2000 ETF,1,0,40,0,NO CHANGE,<.01%
152006102,CGAU,Centerra Gold Inc (US),2,0,36,0,NO CHANGE,<.01%
450047303,IRS,IRSA Inversiones Y Representaciones (ADR),2,0,32,0,NO CHANGE,<.01%
83413U100,SLRC,SLR Investment Corp,2,0,29,0,NO CHANGE,<.01%
226406106,CRESY,Cresud S.A.C.I.F. y A. sponsored ADR,2,0,25,0,NO CHANGE,<.01%
032108474,MJ,Amplify ETF Trust Alternative Harvest ETF,1,0,23,0,NO CHANGE,<.01%
67401P405,OCSL,Oaktree Specialty Lending Corporation,2,0,23,0,NO CHANGE,<.01%
75134P501,METCB,Ramaco Resources Inc. B,2,0,20,0,NO CHANGE,<.01%
83012A109,TSLX,TPG Specialty Lending Inc,1,0,18,0,NO CHANGE,<.01%
316500107,FDUS,Fidus Investment Corporation,1,0,17,0,NO CHANGE,<.01%
03062D803,USAS,Americas Gold and Silver Corporation,3,0,16,0,NO CHANGE,<.01%
06759L103,BBDC,Barings BDC Inc,2,0,16,0,NO CHANGE,<.01%
83548F408,SONM,DNA X Inc,4,0,16,0,NO CHANGE,<.01%
03837J309,AQMS,Aqua Metals Inc.,3,0,13,0,NO CHANGE,<.01%
731105607,PSNYW,Polestar Automotive Holding UK Limited C1 ADR,2,0,10,0,NO CHANGE,<.01%
92259N302,VELO,VELO3D INC (US),1,0,9,0,NO CHANGE,<.01%
28617B606,ELVA,Electrovaya Inc,1,0,8,0,NO CHANGE,<.01%
647551100,NMFC,New Mountain Finance Corp,1,0,8,0,NO CHANGE,<.01%
007002207,ACET,ADICET BIO INC (US),1,0,7,0,NO CHANGE,<.01%
09259E108,TCPC,BlackRock TCP Capital Corp,2,0,7,0,NO CHANGE,<.01%
31572Q881,KYNB,Kyntra Bio Inc,1,0,7,0,NO CHANGE,<.01%
384313607,EAF,GrafTech International Ltd.,1,0,7,0,NO CHANGE,<.01%
90466Y202,UNCY,Unicycive Therapeutics Inc (US),1,0,7,0,NO CHANGE,<.01%
03464C205,AEC,ANFIELD ENERGY INC (CA),1,0,6,0,NO CHANGE,<.01%
746964105,QTTB,Q32 Bio Inc,1,0,6,0,NO CHANGE,<.01%
831445507,YYAI,AiRWA Inc,7,0,6,0,NO CHANGE,<.01%
834212201,STI,SOLIDION TECHNOLOGY INC A (US),1,0,6,0,NO CHANGE,<.01%
09071M304,BLRX,BioLine RX Ltd ADR,2,0,5,0,NO CHANGE,<.01%
15117F880,CLRB,Cellectar Biosciences Inc,2,0,5,0,NO CHANGE,<.01%
26145B403,DFLI,DRAGONFLY ENERGY HOLDINGS CORP (US),3,0,5,0,NO CHANGE,<.01%
27966L306,EDSA,Edesa Biotech Inc (US),1,0,5,0,NO CHANGE,<.01%
60855D408,MBRX,MOLECULIN BIOTECH INC (US),2,0,5,0,NO CHANGE,<.01%
72581M404,PXLW,Pixelworks Inc,1,0,5,0,NO CHANGE,<.01%
02155X205,ATHE,Alteriry Therapeutics Ltd ADR,1,0,4,0,NO CHANGE,<.01%
03835L702,APVO,Aptevo Therapeutics Inc (US),1,0,4,0,NO CHANGE,<.01%
09090D509,PHGE,BIOMX INC,1,0,4,0,NO CHANGE,<.01%
15713L109,CRVO,CervoMed Inc,1,0,4,0,NO CHANGE,<.01%
23248B109,CXAI,CXApp Inc (US),23,0,4,0,NO CHANGE,<.01%
373737105,GGB,Gerdau (ADR),1,0,4,0,NO CHANGE,<.01%
46122W303,INUV,Inuvo Inc.,2,0,4,0,NO CHANGE,<.01%
60879E408,MNTS,MOMENTUS INC A (US),1,0,4,0,NO CHANGE,<.01%
62188E103,MLCI,Mount Logan Capital Inc (US),1,0,4,0,NO CHANGE,<.01%
64440N103,NFGC,NEW FOUND GOLD CORP (CA),2,0,4,0,NO CHANGE,<.01%
89458T403,TGL,TREASURE GLOBAL INC (US),1,0,4,0,NO CHANGE,<.01%
92864V608,EMPD,Empery Digital Inc,1,0,4,0,NO CHANGE,<.01%
02451V309,ABAT,American Battery Technology Company (US),1,0,3,0,NO CHANGE,<.01%
204409882,CIGC,Cia Energetica de Minas Gerais SA ADR,1,0,3,0,NO CHANGE,<.01%
205750409,LODE,Comstock Inc (US),1,0,3,0,NO CHANGE,<.01%
39540E401,GP,GreenPower Motor Co Inc,2,0,3,0,NO CHANGE,<.01%
65346E204,NEXM,Nexmetals Mining Corp,1,0,3,0,NO CHANGE,<.01%
655187409,ACON,ACLARION INC (US),1,0,3,0,NO CHANGE,<.01%
67079Y407,NVVE,NUVVE HOLDING CORP (US),4,0,3,0,NO CHANGE,<.01%
00808Y604,AEMD,Aethlon Medical Inc,1,0,2,0,NO CHANGE,<.01%
02115D208,AEI,Alset Inc. (US),1,0,2,0,NO CHANGE,<.01%
09061H406,BMRA,BIOMERICA INC (US),1,0,2,0,NO CHANGE,<.01%
18978H508,CNSP,CNS Pharmaceuticals Inc (US),1,0,2,0,NO CHANGE,<.01%
26253C201,DSS,DSS Inc,2,0,2,0,NO CHANGE,<.01%
29405E505,ENVB,Enveric Biosciences Inc (US),1,0,2,0,NO CHANGE,<.01%
33749P507,GRDX,GridAI Technologies Corp (US),1,0,2,0,NO CHANGE,<.01%
372446302,GNPX,Genprex Inc,1,0,2,0,NO CHANGE,<.01%
42328V876,HSDT,Solana Company A (US),1,0,2,0,NO CHANGE,<.01%
45259L205,IBO,Impact BioMedical Inc (US),3,0,2,0,NO CHANGE,<.01%
54975P201,LU,Lufax Holding Limited ADR,1,0,2,0,NO CHANGE,<.01%
63911H306,KITT,Nauticus Robotics Inc (US),4,0,2,0,NO CHANGE,<.01%
64132R503,MTVA,MetaVia Inc,2,0,2,0,NO CHANGE,<.01%
73102V204,POLA,POLAR POWER INC (US),1,0,2,0,NO CHANGE,<.01%
74915M605,QVCGA,QVC Group Inc A,1,0,2,0,NO CHANGE,<.01%
83013Q871,CHAI,Core AI Holdings Inc,2,0,2,0,NO CHANGE,<.01%
83558L303,SNOA,Sonoma Pharmaceuticals Inc,1,0,2,0,NO CHANGE,<.01%
92536C202,VERU,Veru Inc,1,0,2,0,NO CHANGE,<.01%
961884301,NXTT,Next Technology Holding Inc (US),1,0,2,0,NO CHANGE,<.01%
M2361E179,MBAI,Check-Cap Ltd (US),1,0,2,0,NO CHANGE,<.01%
00791X209,AEON,AEON BIOPHARMA INC A (US),1,0,1,0,NO CHANGE,<.01%
016744500,ALLR,Allarity Therapeutics Inc,1,0,1,0,NO CHANGE,<.01%
03815U607,BNBX,BNB Plus Corp (US),1,0,1,0,NO CHANGE,<.01%
09074F504,BIVI,BioVie Inc A (US),1,0,1,0,NO CHANGE,<.01%
151190204,CELU,Celularity Inc (US),1,0,1,0,NO CHANGE,<.01%
168913408,CREG,Smart Power Corp,2,0,1,0,NO CHANGE,<.01%
16941T401,CPHI,China Pharma Holdings Inc (US),1,0,1,0,NO CHANGE,<.01%
47100L111,DFDVW,DeFi Development Corp Call-Warrant 21/01-2028,2,0,1,0,NO CHANGE,<.01%
54570M306,SEGG,Sports Entertainment Gaming Global Corp (US),1,0,1,0,NO CHANGE,<.01%
54948X109,LUCD,LUCID DIAGNOSTICS INC (US),1,0,1,0,NO CHANGE,<.01%
62818Q302,MBIO,MUSTANG BIO INC,2,0,1,0,NO CHANGE,<.01%
72352G206,JF,J and Friends Holdings Limited ADR A (US),1,0,1,0,NO CHANGE,<.01%
74754R301,AIXC,AIxCrypto Holdings Inc (US),1,0,1,0,NO CHANGE,<.01%
78418A703,OLOX,Olenox Industries Inc,1,0,1,0,NO CHANGE,<.01%
832154405,SMSI,Smith Micro Software Inc.,1,0,1,0,NO CHANGE,<.01%
92854B109,VANI,Vivani Medical Inc,1,0,1,0,NO CHANGE,<.01%
337655302,NOTE,FiscalNote Holdings Inc A (US),0,-1,0,-1,CLOSE,0%
36117V303,FTFT,FUTURE FINTECH GROUP INC (US),0,-1,0,-1,CLOSE,0%
44984F807,IVF,INVO Fertility Inc (US),0,-1,0,-1,CLOSE,0%
499238202,USBC,USBC Incorporation,0,-1,0,-1,CLOSE,0%
60800C208,ORIO,Mogo Inc OLD,0,-1,0,-1,CLOSE,0%
72941H509,PSTV,Plus Therapeutics Inc,0,-1,0,-1,CLOSE,0%
76135L705,REVB,Revelation Biosciences Inc (US),0,-1,0,-1,CLOSE,0%
79400X503,DCOY,Decoy Therapeutics Inc (US),0,-1,0,-1,CLOSE,0%
87166L209,SYBX,Synlogic Inc,0,-1,0,-1,CLOSE,0%
007025885,ADTX,ADITXT INC (US),0,-2,0,-2,CLOSE,0%
68237Q203,ONCO,ONCONETIX INC (US),0,-1,0,-2,CLOSE,0%
256827783,DVS,Dolly Varden Silver Corp,0,-1,0,-4,CLOSE,0%
345523302,FRSX,Foresight Autonomous Holdings Ltd ADR (US),0,-3,0,-4,CLOSE,0%
00130H105,AES,AES Corp.,0,-1,0,-14,CLOSE,0%
691543847,OXLC,Oxford Lane Capital Corp,3,-2,29,-19.33,-40%,<.01%
59045L205,MRSN,Mersana Therapeutics Inc OLD,0,-1,0,-29,CLOSE,0%
683712145,OPENZ,Opendoor Technologies Inc,192,-201,45,-47.11,-51.1%,<.01%
683712137,OPENL,Opendoor Technologies Inc,192,-201,47,-49.2,-51.1%,<.01%
538146309,LPSN,Liveperson Inc,0,-15,0,-58,CLOSE,0%
98138J503,WKHS,Workhorse Group Inc (US),0,-12,0,-61,CLOSE,0%
81727U303,SENS,Senseonics Holdings Inc,0,-11,0,-61,CLOSE,0%
38173M102,GBDC,Golub Capital BDC Inc,0,-7,0,-95,CLOSE,0%
343927307,FLYE,FLY-E GROUP INC (US),0,-15,0,-100,CLOSE,0%
683712129,OPENW,Opendoor Technologies Inc,192,-201,117,-122.48,-51.1%,<.01%
04010L103,ARCC,Ares Capital Corp.,0,-12,0,-243,CLOSE,0%
80880W205,SCLX,SCILEX HOLDING CO (US),0,-20,0,-244,CLOSE,0%
09075V102,BNTX,BioNTech SE (ADR),0,-4,0,-381,CLOSE,0%
30050B101,EVH,Evolent Health Inc,0,-100,0,-400,CLOSE,0%
56035L104,MAIN,Main Street Capital Corp,4,-10,212,-530,-71.4%,<.01%
88688T209,TLRY,Tilray Brands Inc,0,-79,0,-713,CLOSE,0%
68622V106,OGN,Organon & Co,200,-200,1.2K,-1.2K,-50%,<.01%
904767803,UL,Unilever (ADR),0,-19,0,-1.24K,CLOSE,0%
640491106,NEOG,Neogen Corp,0,-200,0,-1.4K,CLOSE,0%
038923108,ABR,Arbor Realty Trust Inc,0,-200,0,-1.55K,CLOSE,0%
257701201,DGICA,Donegal Group Inc,100,-100,1.72K,-1.72K,-50%,<.01%
00773T101,ASIX,AdvanSix Inc,0,-100,0,-1.73K,CLOSE,0%
731105409,PSNY,Polestar Automotive Holding UK Limited ADR,0,-81,0,-1.73K,CLOSE,0%
904311107,UAA,Under Armour Inc,200,-300,1.18K,-1.77K,-60%,<.01%
07556Q881,BZH,Beazer Homes USA Inc,0,-100,0,-2.03K,CLOSE,0%
500255104,KSS,Kohl's Corp,0,-100,0,-2.04K,CLOSE,0%
412822108,HOG,Harley-Davidson Inc,0,-100,0,-2.05K,CLOSE,0%
803607100,SRPT,Sarepta Therapeutics Inc,100,-100,2.18K,-2.18K,-50%,<.01%
62878D100,NABL,N-able Inc/US,0,-300,0,-2.24K,CLOSE,0%
297602104,ETD,Ethan Allen Interiors Inc,0,-100,0,-2.28K,CLOSE,0%
89469A104,THS,TreeHouse Foods Inc,0,-100,0,-2.36K,CLOSE,0%
962166104,WY,Weyerhaeuser Co,235199,-100,5.75M,-2.44K,-0%,0.01%
222070203,COTY,Coty Inc,0,-800,0,-2.46K,CLOSE,0%
649445400,FLG,Flagstar Bank NA,0,-200,0,-2.52K,CLOSE,0%
431284108,HIW,Highwoods Properties Inc,0,-100,0,-2.58K,CLOSE,0%
447011107,HUN,Huntsman Corp,500,-200,6.66K,-2.66K,-28.6%,<.01%
566324109,MMI,Marcus & Millichap Inc,0,-100,0,-2.73K,CLOSE,0%
26817Q886,DX,Dynex Capital Inc,0,-200,0,-2.8K,CLOSE,0%
G9001E128,LILAK,Liberty Latin America Ltd,0,-400,0,-2.98K,CLOSE,0%
709789101,PEBO,Peoples Bancorp Inc/OH,0,-100,0,-3K,CLOSE,0%
094235108,BLMN,Bloomin' Brands Inc,0,-500,0,-3.08K,CLOSE,0%
41068X100,HASI,HA Sustainable Infrastructure Capital Inc,0,-100,0,-3.14K,CLOSE,0%
74276L105,PRCT,PROCEPT BioRobotics Corp,0,-100,0,-3.15K,CLOSE,0%
98956A105,ZETA,Zeta Global Holdings Corp,100,-200,1.59K,-3.18K,-66.7%,<.01%
00510N102,TIC,TIC Solutions Inc,1,-460,7,-3.22K,-99.8%,<.01%
928254101,VIRT,Virtu Financial Inc,0,-100,0,-3.33K,CLOSE,0%
46590V100,JBGS,JBG SMITH Properties,0,-200,0,-3.4K,CLOSE,0%
45166A102,IDYA,Ideaya Biosciences Inc,0,-100,0,-3.46K,CLOSE,0%
373865104,GABC,German American Bancorp Inc,0,-100,0,-3.92K,CLOSE,0%
75574U101,RC,Ready Capital Corp,0,-1800,0,-3.92K,CLOSE,0%
974637100,WGO,Winnebago Industries Inc,0,-100,0,-4.05K,CLOSE,0%
879433829,TDS,Telephone and Data Systems Inc,0,-100,0,-4.1K,CLOSE,0%
20602D101,CNXC,Concentrix Corp,0,-100,0,-4.16K,CLOSE,0%
87918A105,TDOC,Teladoc Health Inc,600,-800,3.27K,-4.36K,-57.1%,<.01%
98585X104,YETI,YETI Holdings Inc,0,-100,0,-4.42K,CLOSE,0%
22663K107,CRNX,Crinetics Pharmaceuticals Inc,0,-100,0,-4.66K,CLOSE,0%
001744101,AMN,AMN Healthcare Services Inc,0,-300,0,-4.73K,CLOSE,0%
053807103,AVT,Avnet Inc,0,-100,0,-4.81K,CLOSE,0%
784305104,HTO,H2O America,0,-100,0,-4.9K,CLOSE,0%
868459108,SUPN,Supernus Pharmaceuticals Inc,0,-100,0,-4.97K,CLOSE,0%
02553E106,AEO,American Eagle Outfitters Inc,100,-300,1.67K,-5.01K,-75%,<.01%
448947507,IDT,IDT Corp,0,-100,0,-5.12K,CLOSE,0%
981811102,WOR,Worthington Enterprises Inc,0,-100,0,-5.16K,CLOSE,0%
H17182108,CRSP,CRISPR Therapeutics AG,0,-100,0,-5.24K,CLOSE,0%
293712105,EFSC,Enterprise Financial Services Corp,0,-100,0,-5.4K,CLOSE,0%
929328102,WSFS,WSFS Financial Corp,0,-100,0,-5.52K,CLOSE,0%
346375108,FORM,FormFactor Inc,0,-100,0,-5.58K,CLOSE,0%
637870106,NSA,National Storage Affiliates Trust,0,-200,0,-5.64K,CLOSE,0%
204149108,CTBI,Community Trust Bancorp Inc,0,-100,0,-5.65K,CLOSE,0%
57164Y107,VAC,Marriott Vacations Worldwide Corp,0,-100,0,-5.77K,CLOSE,0%
