CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
84265V105,SCCO,SOUTHERN COPPER CORP,10,10,7.63K,7.63K,NEW,0.01%
G29183103,ETN,EATON CORP PLC,10,10,3.58K,3.58K,NEW,<.01%
038222105,AMAT,APPLIED MATLS INC,10,10,3.42K,3.42K,NEW,<.01%
46222L108,IONQ,IONQ INC CMN,101,100,2.91K,2.88K,+10000%,<.01%
958102105,WDC,WESTERN DIGITAL CORP,1,1,2.86K,2.86K,NEW,<.01%
81762P102,NOW,SERVICENOW INC,1860,20,259.98K,2.8K,+1.1%,0.43%
92189F817,VNM,VANECK ETF TRUST,2050,50,113.67K,2.77K,+2.5%,0.19%
833445109,SNOW,SNOWFLAKE INC,1,1,2.74K,2.74K,NEW,<.01%
00827B106,AFRM,AFFIRM HLDGS INC,50,50,2.29K,2.29K,NEW,<.01%
512807306,LRCX,LAM RESEARCH CORP,10,10,2.14K,2.14K,NEW,<.01%
008073108,AVAV,AEROVIRONMENT INC,10,10,1.83K,1.83K,NEW,<.01%
594972408,MSTR,STRATEGY INC,860,850,1.72K,1.7K,+8500%,<.01%
37954Y830,COPX,GLOBAL X FDS,100,100,1.59K,1.59K,NEW,<.01%
74347Y797,SCO,PROSHARES TR II,100,100,832,832,NEW,<.01%
98138H101,WDAY,WORKDAY INC-CLASS A,1,1,270,270,NEW,<.01%
37954Y871,URA,GLOBAL X URANIUM ETF,27000,0,1.31M,0,NO CHANGE,2.2%
254687106,DIS,WALT DISNEY CO/THE,5000,0,481.9K,0,NO CHANGE,0.81%
46625H100,JPM,JPMORGAN CHASE & CO,874,0,257.1K,0,NO CHANGE,0.43%
40415F101,HDB,HDFC BANK LTD-ADR,9800,0,243.82K,0,NO CHANGE,0.41%
071705107,BLCO,BAUSCH PLUS LOMB CORP,15000,0,238.5K,0,NO CHANGE,0.4%
9HH6I95U4,GYG,GUZMAN Y GOMEZ LTD,20000,0,220.66K,0,NO CHANGE,0.37%
084670702,BRK.B,BERKSHIRE HATHAWAY INC-CL B,388,0,185.93K,0,NO CHANGE,0.31%
00724F101,ADBE,ADOBE INC,460,0,111.82K,0,NO CHANGE,0.19%
92826C839,V,VISA INC-CLASS A SHARES,244,0,73.75K,0,NO CHANGE,0.12%
22160K105,COST,COSTCO WHOLESALE CORPORATION CMN,31,0,30.89K,0,NO CHANGE,0.05%
679295105,OKTA,OKTA INC,352,0,27.71K,0,NO CHANGE,0.05%
74276L105,PRCT,PROCEPT BIOROBOTICS CORP,100,0,2.5K,0,NO CHANGE,<.01%
64110L106,NFLX,NETFLIX INC,20,0,1.92K,0,NO CHANGE,<.01%
00217D100,ASTS,AST SPACEMOBILE INC,10,0,829,0,NO CHANGE,<.01%
02156V109,OKLO,OKLO INC,10,0,496,0,NO CHANGE,<.01%
83406F102,SOFI,SOFI TECHNOLOGIES INC,100,0,151,0,NO CHANGE,<.01%
68389X105,ORCL,ORACLE CORP,1,0,147,0,NO CHANGE,<.01%
74766W108,QUBT,QUANTUM COMPUTING INC. CMN,12,0,82,0,NO CHANGE,<.01%
143658300,CCL,CARNIVAL CORPORATION CMN,0,-1,0,-31,CLOSE,0%
500767306,KWEB,KRANESHARES CSI CHINA INTERNET ETF,0,-1,0,-34,CLOSE,0%
N97284108,NBIS,NEBIUS GROUP N.V.,0,-1,0,-84,CLOSE,0%
464287432,TLT,ISHARES TR,0,-1,0,-87,CLOSE,0%
81758H106,SERV,SERVE ROBOTICS INC,0,-3010,0,-165,CLOSE,0%
79466L302,CRM,SALESFORCE INC,1041,-1,194.32K,-186.67,-0.1%,0.32%
097023105,BA,BOEING COMPANY CMN,0,-1,0,-217,CLOSE,0%
172573107,CRCL,"CIRCLE INTERNET GROUP, INC. CMN",0,-3,0,-238,CLOSE,0%
040413205,ANET,ARISTA NETWORKS INC,0,-2,0,-262,CLOSE,0%
049468101,TEAM,ATLASSIAN CORP CMN,0,-2,0,-324,CLOSE,0%
81684M104,SMLR,SEMLER SCIENTIFIC INC,0,-100,0,-548,CLOSE,0%
57636Q104,MA,MASTERCARD INCORPORATED,0,-1,0,-571,CLOSE,0%
056752108,BIDU,BAIDU INC,0,-10,0,-1.31K,CLOSE,0%
009066101,ABNB,AIRBNB INC-CLASS A,899,-11,113.53K,-1.39K,-1.2%,0.19%
81730H109,S,SENTINELONE INC CMN,0,-11,0,-1.53K,CLOSE,0%
82509L107,SHOP,SHOPIFY INC. CMN CLASS A,0,-10,0,-1.61K,CLOSE,0%
98422D105,XPEV,XPENG INC,1000,-14000,130,-1.82K,-93.3%,<.01%
90353T100,UBER,UBER TECHNOLOGIES INC,110,-100,2.07K,-1.88K,-47.6%,<.01%
67079K100,SMR,NUSCALE PWR CORP,72,-200,780,-2.17K,-73.5%,<.01%
950915108,WRD,WERIDE INC ADR,0,-200,0,-2.56K,CLOSE,0%
G75398100,RZLV,REZOLVE AI PLC,0,-1000,0,-2.57K,CLOSE,0%
21873S108,CRWV,"COREWEAVE, INC. CMN",0,-39,0,-2.79K,CLOSE,0%
15101Q207,CLS,CELESTICA INC,0,-11,0,-3.25K,CLOSE,0%
244199105,DE,DEERE & CO,0,-10,0,-4.66K,CLOSE,0%
042068205,ARM,ARM HOLDINGS PLC,1,-36,151,-5.44K,-97.3%,<.01%
26740W109,QBTS,DWAVE QUANTUM INC CMN,10,-390,144,-5.62K,-97.5%,<.01%
732908108,PONY,PONY AI INC. CMN,50,-1050,472,-9.91K,-95.5%,<.01%
007903107,AMD,ADVANCED MICRO DEVICES INC,1,-50,203,-10.15K,-98%,<.01%
770700102,HOOD,ROBINHOOD MKTS INC,0,-100,0,-11.31K,CLOSE,0%
76655K103,RGTI,RIGETTI COMPUTING INC,40,-1150,562,-16.16K,-96.6%,<.01%
874039100,TSM,TAIWAN SEMICONDUCTOR MANUFAC,1250,-4150,5.32K,-17.66K,-76.9%,<.01%
532457108,LLY,ELI LILLY & CO CMN,10,-20,9.2K,-18.4K,-66.7%,0.02%
83089J108,SKYT,SKYWATER TECHNOLOGY INC,100,-900,2.09K,-18.82K,-90%,<.01%
G4124C109,GRAB,GRAB HOLDINGS LIMITED CMN,0,-4500,0,-22.45K,CLOSE,0%
773121108,RKLB,ROCKET LAB CORP,60,-350,3.85K,-22.48K,-85.4%,<.01%
032654105,ADI,ANALOG DEVICES INC,0,-100,0,-27.12K,CLOSE,0%
92840M102,VST,VISTRA CORP,0,-534,0,-38.16K,CLOSE,0%
18507C103,CLPT,CLEARPOINT NEURO INC,0,-3000,0,-41.04K,CLOSE,0%
093712107,BE,BLOOM ENERGY CORP,0,-500,0,-43.45K,CLOSE,0%
92537N108,VRT,VERTIV HOLDINGS CO,0,-300,0,-48.6K,CLOSE,0%
50077B207,KTOS,KRATOS DEFENSE & SEC SOLUTIO,0,-800,0,-60.73K,CLOSE,0%
G5960L103,MDT,MEDTRONIC PLC,0,-700,0,-67.24K,CLOSE,0%
19240Q201,COGT,COGENT BIOSCIENCES INC,2700,-1800,103.92K,-69.28K,-40%,0.17%
25459W458,SOXL,DIREXION SHS ETF TR,0,-2011,0,-84.66K,CLOSE,0%
670100205,NVO,NOVO-NORDISK A S,20000,-2500,735K,-91.88K,-11.1%,1.2%
594918104,MSFT,MICROSOFT CORP,8532,-250,3.16M,-92.54K,-2.8%,5.3%
464288752,ITB,ISHARES TR,0,-1000,0,-96.3K,CLOSE,0%
717081103,PFE,PFIZER INC. CMN,0,-4000,0,-99.6K,CLOSE,0%
301505707,ROBO,EXCHANGE TRADED CONCEPTS TRU,20,-1530,1.37K,-104.73K,-98.7%,<.01%
21037T109,CEG,CONSTELLATION ENERGY CORP,0,-301,0,-106.33K,CLOSE,0%
30212P303,EXPE,EXPEDIA GROUP INC CMN,0,-400,0,-113.32K,CLOSE,0%
146869102,CVNA,CARVANA CO,0,-300,0,-126.61K,CLOSE,0%
00766T100,ACM,AECOM,0,-1500,0,-143K,CLOSE,0%
04626A103,ALAB,ASTERA LABS ORD,0,-1100,0,-183K,CLOSE,0%
887389104,TKR,TIMKEN CO,0,-300,0,-184.84K,CLOSE,0%
037833100,AAPL,APPLE INC,2785,-825,706.8K,-209.38K,-22.9%,1.2%
26922A842,JETS,U.S. GLOBAL JETS ETF ETF,0,-8001,0,-224.59K,CLOSE,0%
30041T104,MRAM,EVERSPIN TECHNOLOGIES INC,561,-27500,4.93K,-241.72K,-98%,<.01%
G5331N101,KYIV,KYIVSTAR GROUP LTD,50,-23950,506,-242.37K,-99.8%,<.01%
254067101,DDS,DILLARDS INC,0,-400,0,-242.54K,CLOSE,0%
969904101,WSM,WILLIAMS SONOMA INC,0,-1400,0,-250.03K,CLOSE,0%
247361702,DAL,DELTA AIR LINES INC DEL,3000,-3850,199.44K,-255.95K,-56.2%,0.33%
925652109,VICI,VICI PPTYS INC,18000,-9500,491.76K,-259.54K,-34.5%,0.82%
12769G100,CZR,CAESARS ENTERTAINMENT ORD,0,-11200,0,-261.97K,CLOSE,0%
02553E106,AEO,AMERICAN EAGLE OUTFITTERS IN,0,-10000,0,-263.7K,CLOSE,0%
09857L108,BKNG,BOOKING HOLDINGS INC. CMN,0,-52,0,-278.48K,CLOSE,0%
N30577105,ZGN,ERMENEGILDO ZEGNA N V,0,-29000,0,-297.25K,CLOSE,0%
120076104,BBW,BUILD-A-BEAR WORKSHOP INC,0,-5000,0,-306.35K,CLOSE,0%
95040Q104,WELL,WELLTOWER INC,4400,-1700,869.92K,-336.11K,-27.9%,1.5%
955306105,WST,WEST PHARMACEUTICAL SVSC INC,0,-1250,0,-343.93K,CLOSE,0%
172967424,C,CITIGROUP INC,2700,-3100,306.21K,-351.57K,-53.4%,0.51%
032095101,APH,AMPHENOL CORP NEW,0,-3000,0,-405.42K,CLOSE,0%
58155Q103,MCK,MCKESSON CORP,950,-490,822.09K,-424.03K,-34%,1.4%
11135F101,AVGO,BROADCOM INC. CMN,311,-1390,96.26K,-430.22K,-81.7%,0.16%
75734B100,RDDT,REDDIT INC,0,-1900,0,-436.75K,CLOSE,0%
V7780T103,RCL,ROYAL CARIBBEAN GROUP ISIN: LR0008862868,712,-1600,195.93K,-440.29K,-69.2%,0.33%
Y8162K204,SBLK,STAR BULK CARRIERS CORP,0,-25000,0,-480.5K,CLOSE,0%
45168D104,IDXX,IDEXX LABS INC,0,-900,0,-485.7K,CLOSE,0%
632307104,NTRA,NATERA INC,3100,-2600,619.97K,-519.97K,-45.6%,1%
58933Y105,MRK,"MERCK & CO., INC. CMN",0,-5000,0,-526.3K,CLOSE,0%
G6683N103,NU,NU HLDGS LTD,98000,-44000,1.41M,-632.28K,-31%,2.4%
87151X101,SYM,SYMBOTIC INC,100,-700,107.33K,-751.3K,-87.5%,0.18%
Y41053102,INSW,INTERNATIONAL SEAWAYS INC,0,-16000,0,-776.8K,CLOSE,0%
67066G104,NVDA,NVIDIA CORP,2900,-6300,505.76K,-1.1M,-68.5%,0.85%
03674X106,AR,ANTERO RESOURCES ORD,0,-34000,0,-1.17M,CLOSE,0%
20825C104,COP,CONOCOPHILLIPS,0,-13200,0,-1.24M,CLOSE,0%
369604301,GE,GE AEROSPACE CMN,5,-5000,1.42K,-1.42M,-99.9%,<.01%
023135106,AMZN,AMAZON COM INC,2391,-7600,497.97K,-1.58M,-76.1%,0.83%
58733R102,MELI,MERCADOLIBRE ORD,0,-800,0,-1.61M,CLOSE,0%
37954Y848,SIL,GLOBAL X SILVER MINERS ETF,0,-20000,0,-1.67M,CLOSE,0%
92189F106,GDX,VANECK GOLD MINERS ETF,0,-20400,0,-1.75M,CLOSE,0%
63001N106,NATL,NCR ATLEOS CORP,0,-46000,0,-1.75M,CLOSE,0%
30231G102,XOM,EXXON MOBIL CORP,3200,-11000,542.91K,-1.87M,-77.5%,0.91%
38141G104,GS,GOLDMAN SACHS GROUP INC,0,-2300,0,-2.02M,CLOSE,0%
82575P107,SBSW,SIBANYE STILLWATER LTD 'ADR'ADR NPV,0,-162000,0,-2.31M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC. CMN CLASS A,0,-7500,0,-2.35M,CLOSE,0%
81141R100,SE,SEA ADS REP CL A ORD,0,-19000,0,-2.42M,CLOSE,0%
Total,,,,,59.84M,-10.11M,-14%,100%
