CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
437076102,HD,HOME DEPOT INC,5942,0,1.95M,0,NO CHANGE,0.92%
478160104,JNJ,JOHNSON & JOHNSON,7799,0,1.91M,0,NO CHANGE,0.9%
02079K107,GOOG,ALPHABET INC,5617,0,1.61M,0,NO CHANGE,0.76%
00287Y109,ABBV,ABBVIE INC,6313,0,1.37M,0,NO CHANGE,0.65%
172967424,C,CITIGROUP INC,11948,0,1.36M,0,NO CHANGE,0.64%
149123101,CAT,CATERPILLAR INC,1815,0,1.29M,0,NO CHANGE,0.61%
N07059210,ASML,ASML HLDG NV,838,0,1.11M,0,NO CHANGE,0.52%
842587107,SO,SOUTHERN CO,11423,0,1.1M,0,NO CHANGE,0.52%
464287481,IWP,ISHARES TR,7997,0,1.02M,0,NO CHANGE,0.48%
58933Y105,MRK,MERCK & CO INC,7174,0,862.86K,0,NO CHANGE,0.41%
882508104,TXN,TEXAS INSTRS INC,4274,0,829.75K,0,NO CHANGE,0.39%
025816109,AXP,AMERICAN EXPRESS CO,2616,0,791.29K,0,NO CHANGE,0.37%
874039100,TSM,TAIWAN SEMICONDUCTOR MANUFAC,2340,0,790.8K,0,NO CHANGE,0.37%
855244109,SBUX,STARBUCKS CORP,6890,0,617.27K,0,NO CHANGE,0.29%
863667101,SYK,STRYKER CORPORATION,1770,0,581.6K,0,NO CHANGE,0.27%
713448108,PEP,PEPSICO INC,3564,0,553.45K,0,NO CHANGE,0.26%
78468R721,TFI,SPDR SERIES TRUST,11750,0,532.75K,0,NO CHANGE,0.25%
191216100,KO,COCA COLA CO,6978,0,530.68K,0,NO CHANGE,0.25%
464289446,IWL,ISHARES TR,3159,0,507.08K,0,NO CHANGE,0.24%
78464A284,HYMB,SPDR SERIES TRUST,19700,0,488.56K,0,NO CHANGE,0.23%
60937P106,MDB,MONGODB INC,1965,0,480.97K,0,NO CHANGE,0.23%
88579Y101,MMM,3M CO,3231,0,469.29K,0,NO CHANGE,0.22%
002824100,ABT,ABBOTT LABORATORIES,4184,0,429.57K,0,NO CHANGE,0.2%
09857L108,BKNG,BOOKING HOLDINGS INC,101,0,425.24K,0,NO CHANGE,0.2%
907818108,UNP,UNION PAC CORP,1734,0,420.7K,0,NO CHANGE,0.2%
001055102,AFL,AFLAC INC,3675,0,403.18K,0,NO CHANGE,0.19%
75513E101,RTX,RTX CORPORATION,2018,0,389.27K,0,NO CHANGE,0.18%
464287101,OEF,ISHARES TR,1210,0,384.87K,0,NO CHANGE,0.18%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES INC,1275,0,360.02K,0,NO CHANGE,0.17%
46641Q159,JPIE,J P MORGAN EXCHANGE TRADED F,7500,0,345.52K,0,NO CHANGE,0.16%
921943858,VEA,VANGUARD TAX-MANAGED FDS,5200,0,333.22K,0,NO CHANGE,0.16%
427866108,HSY,HERSHEY CO,1572,0,326.91K,0,NO CHANGE,0.15%
45168D104,IDXX,IDEXX LABS INC,552,0,310.16K,0,NO CHANGE,0.15%
98978V103,ZTS,ZOETIS INC,2454,0,290.09K,0,NO CHANGE,0.14%
718172109,PM,PHILIP MORRIS INTL INC,1700,0,281.08K,0,NO CHANGE,0.13%
33738R506,RDVY,FIRST TR EXCHANGE TRADED FD,4112,0,280.82K,0,NO CHANGE,0.13%
007903107,AMD,ADVANCED MICRO DEVICES INC,1182,0,240.45K,0,NO CHANGE,0.11%
G8994E103,TT,TRANE TECHNOLOGIES PLC,570,0,237.54K,0,NO CHANGE,0.11%
464287200,IVV,ISHARES TR,361,0,236.35K,0,NO CHANGE,0.11%
891160509,TD,TORONTO DOMINION BK ONT,2450,0,228.61K,0,NO CHANGE,0.11%
98138H101,WDAY,WORKDAY INC,1690,0,219.56K,0,NO CHANGE,0.1%
74144T108,TROW,PRICE T ROWE GROUP INC,2360,0,212.73K,0,NO CHANGE,0.1%
464288513,HYG,ISHARES TR,5975,-2,475.39K,-159.13,-0%,0.22%
464287630,IWN,ISHARES TR,3785,-1,717.73K,-189.63,-0%,0.34%
880770102,TER,TERADYNE INC,3301,-1,978.81K,-296.52,-0%,0.46%
46138E362,SPHD,INVESCO EXCH TRADED FD TR II,4164,-30,206.6K,-1.49K,-0.7%,0.1%
46137V563,PEY,INVESCO EXCHANGE TRADED FD T,33328,-86,713.85K,-1.84K,-0.3%,0.34%
464287622,IWB,ISHARES TR,920,-14,328.33K,-5K,-1.5%,0.15%
464287887,IJT,ISHARES TR,11787,-37,1.71M,-5.35K,-0.3%,0.8%
464287655,IWM,ISHARES TR,4259,-25,1.06M,-6.2K,-0.6%,0.5%
78462F103,SPY,STATE STR SPDR S&P 500 ETF T,1443,-12,938.74K,-7.81K,-0.8%,0.44%
040413205,ANET,ARISTA NETWORKS INC,13297,-64,1.63M,-7.86K,-0.5%,0.77%
464287648,IWO,ISHARES TR,4382,-26,1.38M,-8.16K,-0.6%,0.65%
031162100,AMGN,AMGEN INC,3865,-25,1.36M,-8.8K,-0.6%,0.64%
922475108,VEEV,VEEVA SYS INC,910,-39,228.03K,-9.77K,-4.1%,0.11%
464289438,IWY,ISHARES TR,1271,-40,316.48K,-9.96K,-3.1%,0.15%
46090E103,QQQ,INVESCO QQQ TR,1701,-18,982.35K,-10.4K,-1%,0.46%
68389X105,ORCL,ORACLE CORP,7796,-75,1.15M,-11.03K,-1%,0.54%
30303M102,META,META PLATFORMS INC,4549,-20,2.6M,-11.44K,-0.4%,1.2%
46120E602,ISRG,INTUITIVE SURGICAL INC,9399,-25,4.33M,-11.52K,-0.3%,2%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,2806,-30,1.1M,-11.71K,-1.1%,0.52%
79466L302,CRM,SALESFORCE INC,10039,-65,1.87M,-12.13K,-0.6%,0.88%
11135F101,AVGO,BROADCOM INC,10570,-40,3.27M,-12.38K,-0.4%,1.5%
57636Q104,MA,MASTERCARD INCORPORATED,10492,-25,5.24M,-12.49K,-0.2%,2.5%
049468101,TEAM,ATLASSIAN CORPORATION,4965,-200,338.86K,-13.65K,-3.9%,0.16%
464287671,IUSG,ISHARES TR,2409,-89,373.81K,-13.81K,-3.6%,0.18%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,2090,-70,424.65K,-14.22K,-3.2%,0.2%
532457108,LLY,ELI LILLY & CO,7340,-20,6.75M,-18.4K,-0.3%,3.2%
464287499,IWR,ISHARES TR,34819,-196,3.39M,-19.06K,-0.6%,1.6%
742718109,PG,PROCTER & GAMBLE CO,3244,-135,468.56K,-19.5K,-4%,0.22%
464287804,IJR,ISHARES TR,28310,-168,3.52M,-20.88K,-0.6%,1.7%
30231G102,XOM,EXXON MOBIL CORP,1810,-125,307.08K,-21.21K,-6.5%,0.14%
464287788,IYF,ISHARES TR,16338,-190,1.92M,-22.36K,-1.1%,0.9%
46429B663,HDV,ISHARES TR,13813,-176,1.87M,-23.89K,-1.3%,0.88%
09290D101,BLK,BLACKROCK INC,2280,-25,2.19M,-24.04K,-1.1%,1%
464287762,IYH,ISHARES TR,15423,-391,950.73K,-24.1K,-2.5%,0.45%
74348A467,NOBL,PROSHARES TR,3173,-230,336.43K,-24.39K,-6.8%,0.16%
81762P102,NOW,SERVICENOW INC,20185,-285,2.11M,-29.8K,-1.4%,0.99%
46625H100,JPM,JPMORGAN CHASE & CO,12258,-105,3.61M,-30.89K,-0.8%,1.7%
594918104,MSFT,MICROSOFT CORP,19161,-100,7.09M,-37.02K,-0.5%,3.3%
464287705,IJJ,ISHARES TR,10375,-297,1.37M,-39.36K,-2.8%,0.65%
46138G870,VRP,INVESCO EXCH TRADED FD TR II,10329,-1745,247.71K,-41.85K,-14.5%,0.12%
512807306,LRCX,LAM RESEARCH CORP,4579,-225,978.4K,-48.08K,-4.7%,0.46%
464287507,IJH,ISHARES TR,27400,-729,1.85M,-49.23K,-2.6%,0.87%
166764100,CVX,CHEVRON CORPORATION,1323,-250,273.73K,-51.73K,-15.9%,0.13%
02079K305,GOOGL,ALPHABET INC,17990,-225,5.17M,-64.7K,-1.2%,2.4%
464287549,IGM,ISHARES TR,52508,-563,6.22M,-66.72K,-1.1%,2.9%
023135106,AMZN,AMAZON COM INC,30010,-328,6.25M,-68.31K,-1.1%,2.9%
464288679,SHV,ISHARES TR,5414,-692,597.75K,-76.4K,-11.3%,0.28%
464287598,IWD,ISHARES TR,3096,-361,661.71K,-77.16K,-10.4%,0.31%
00724F101,ADBE,ADOBE INC,4078,-325,991.28K,-79K,-7.4%,0.47%
037833100,AAPL,APPLE INC,39207,-333,9.95M,-84.51K,-0.8%,4.7%
67066G104,NVDA,NVIDIA CORPORATION,275580,-927,48.06M,-161.67K,-0.3%,22.6%
33739P855,FPEI,FIRST TR EXCH TRADED FD III,0,-10941,0,-212.14K,CLOSE,0%
366651107,IT,GARTNER INC,0,-900,0,-227.05K,CLOSE,0%
98980G102,ZS,ZSCALER INC,0,-1080,0,-242.91K,CLOSE,0%
833445109,SNOW,SNOWFLAKE INC,0,-1128,0,-247.44K,CLOSE,0%
438128308,HMC,HONDA MOTOR LTD,0,-1273,0,-248.35K,CLOSE,0%
03769M106,APO,APOLLO GLOBAL MGMT INC,0,-3500,0,-506.66K,CLOSE,0%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,0,-3753,0,-2.17M,CLOSE,0%
Total,,,,,212.43M,-3.96M,-1.7%,100%
