CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
615369105,MCO,MOODYS CORP,4453,-166,1.94M,-72.42K,-3.6%,0.29%
030420103,AWK,AMERICAN WTR WKS CO INC NEW,18993,-706,2.58M,-96.08K,-3.6%,0.39%
G25839104,CCEP,COCA-COLA EUROPACIFIC PARTNE,3124,-1361,283.25K,-123.4K,-30.3%,0.04%
46625H100,JPM,JPMORGAN CHASE & CO,24634,-470,7.25M,-138.26K,-1.9%,1.1%
580135101,MCD,MCDONALDS CORP,29159,-485,9.06M,-150.73K,-1.6%,1.4%
03027X100,AMT,AMERICAN TOWER CORP,13691,-1001,2.36M,-172.75K,-6.8%,0.35%
98419M100,XYL,XYLEM INC,26032,-1603,3.11M,-191.56K,-5.8%,0.46%
281020107,EIX,EDISON INTL,40977,-2714,3M,-198.61K,-6.2%,0.45%
053484101,AVB,AVALONBAY CMNTYS INC,14944,-1221,2.44M,-199.45K,-7.6%,0.36%
253868103,DLR,DIGITAL RLTY TR INC,31726,-1179,5.72M,-212.47K,-3.6%,0.85%
573874104,MRVL,MARVELL TECHNOLOGY INC,129785,-2371,12.86M,-234.85K,-1.8%,1.9%
74340W103,PLD,PROLOGIS INC.,109594,-1881,14.49M,-248.63K,-1.7%,2.2%
29444U700,EQIX,EQUINIX INC,7303,-272,7.16M,-266.63K,-3.6%,1.1%
032654105,ADI,ANALOG DEVICES INC,7837,-885,2.49M,-281.55K,-10.1%,0.37%
02079K107,GOOG,ALPHABET INC,32969,-1226,9.46M,-351.69K,-3.6%,1.4%
025932104,AFG,AMERICAN FINL GROUP INC OHIO,0,-2959,0,-404.44K,CLOSE,0%
11135F101,AVGO,BROADCOM INC,58079,-1478,17.98M,-457.46K,-2.5%,2.7%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,15156,-2263,3.67M,-548.53K,-13%,0.55%
81762P102,NOW,SERVICENOW INC,39212,-5958,4.1M,-622.91K,-13.2%,0.61%
007903107,AMD,ADVANCED MICRO DEVICES INC,25743,-3927,5.24M,-798.87K,-13.2%,0.78%
68389X105,ORCL,ORACLE CORP,12679,-5471,1.87M,-804.84K,-30.1%,0.28%
92826C839,V,VISA INC,25619,-2674,7.74M,-808.19K,-9.5%,1.2%
015271109,ARE,ALEXANDRIA REAL ESTATE EQ IN,0,-17673,0,-864.92K,CLOSE,0%
57636Q104,MA,MASTERCARD INCORPORATED,12160,-1752,6.08M,-875.4K,-12.6%,0.91%
023135106,AMZN,AMAZON COM INC,94688,-4534,19.72M,-944.3K,-4.6%,2.9%
595112103,MU,MICRON TECHNOLOGY INC,22000,-3000,7.43M,-1.01M,-12%,1.1%
747525103,QCOM,QUALCOMM INC,6468,-8000,832.95K,-1.03M,-55.3%,0.12%
29472R108,ELS,EQUITY LIFESTYLE PPTYS INC,0,-17101,0,-1.04M,CLOSE,0%
101121101,BXP,BXP INC,0,-17082,0,-1.15M,CLOSE,0%
075887109,BDX,BECTON DICKINSON & CO,35000,-8000,5.5M,-1.26M,-18.6%,0.82%
778296103,ROST,ROSS STORES INC,30085,-6000,6.52M,-1.3M,-16.6%,0.97%
872590104,TMUS,T-MOBILE US INC,15689,-7026,3.3M,-1.48M,-30.9%,0.49%
90384S303,ULTA,ULTA BEAUTY INC,9900,-4000,5.17M,-2.09M,-28.8%,0.77%
594918104,MSFT,MICROSOFT CORP,105219,-6192,38.95M,-2.29M,-5.6%,5.8%
36828A101,GEV,GE VERNOVA INC,7000,-3000,6.11M,-2.62M,-30%,0.91%
91324P102,UNH,UNITEDHEALTH GROUP INC,3000,-10000,811.77K,-2.71M,-76.9%,0.12%
67066G104,NVDA,NVIDIA CORPORATION,319197,-16430,55.67M,-2.87M,-4.9%,8.3%
64110L106,NFLX,NETFLIX INC.,157816,-31034,15.17M,-2.98M,-16.4%,2.3%
88160R101,TSLA,TESLA INC,34244,-9013,12.73M,-3.35M,-20.8%,1.9%
060505104,BAC,BANK AMERICA CORP,233740,-70028,11.39M,-3.41M,-23.1%,1.7%
501044101,KR,KROGER CO,15000,-50000,1.09M,-3.62M,-76.9%,0.16%
26875P101,EOG,EOG RES INC,0,-45000,0,-4.73M,CLOSE,0%
038222105,AMAT,APPLIED MATLS INC,20000,-14000,6.84M,-4.79M,-41.2%,1%
037833100,AAPL,APPLE INC,141057,-25828,35.8M,-6.55M,-15.5%,5.3%
532457108,LLY,ELI LILLY & CO,20538,-9317,18.89M,-8.57M,-31.2%,2.8%
30303M102,META,META PLATFORMS INC,20000,-35000,11.44M,-20.02M,-63.6%,1.7%
Total,,,,,671.22M,-33.71M,-4.4%,100%
