CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
609207105,MDLZ,MONDELEZ INTL INC,18184,-4084,1.05M,-235.4K,-18.3%,0.02%
687793109,OSCR,OSCAR HEALTH INC,957390,-20528,10.98M,-235.46K,-2.1%,0.23%
72147K108,PPC,PILGRIMS PRIDE CORP,0,-6136,0,-239.24K,CLOSE,0%
457730109,INSP,INSPIRE MED SYS INC,0,-2603,0,-240.07K,CLOSE,0%
760125104,RTO,RENTOKIL INITIAL PLC,0,-8154,0,-240.22K,CLOSE,0%
48241A105,KB,KB FINL GROUP INC,0,-2839,0,-244.27K,CLOSE,0%
189054109,CLX,CLOROX CO DEL,10645,-2358,1.1M,-244.36K,-18.1%,0.02%
26969P108,EXP,EAGLE MATLS INC,137,-1292,25.95K,-244.77K,-90.4%,<.01%
03753U106,APLS,APELLIS PHARMACEUTICALS INC,6602,-6097,265.6K,-245.28K,-48%,<.01%
74743L100,Q,QNITY ELECTRONICS INC,10825,-2158,1.25M,-248.99K,-16.6%,0.03%
59001A102,MTH,MERITAGE HOMES CORP,0,-3810,0,-250.7K,CLOSE,0%
558256103,MSGE,MADISON SQUARE GARDEN ENTMT,0,-4693,0,-252.91K,CLOSE,0%
293594107,ENVX,ENOVIX CORPORATION,76818,-48953,397.92K,-253.58K,-38.9%,<.01%
054540208,ACLS,AXCELIS TECHNOLOGIES INC,0,-3168,0,-254.52K,CLOSE,0%
65342K105,NEXT,NEXTDECADE CORP,213902,-33298,1.64M,-255.06K,-13.5%,0.03%
23918K108,DVA,DAVITA INC,0,-2253,0,-255.96K,CLOSE,0%
001084102,AGCO,AGCO CORP,0,-2536,0,-264.56K,CLOSE,0%
803607100,SRPT,SAREPTA THERAPEUTICS INC,3259,-12197,70.92K,-265.41K,-78.9%,<.01%
91688F104,UPWK,UPWORK INC,9725,-24909,106.59K,-273K,-71.9%,<.01%
30049H102,EVLV,EVOLV TECHNOLOGIES HLDNGS IN,11132,-45145,67.35K,-273.13K,-80.2%,<.01%
G8473T100,STE,STERIS PLC,0,-1081,0,-274.06K,CLOSE,0%
526107107,LII,LENNOX INTL INC,175,-597,81.22K,-277.09K,-77.3%,<.01%
Y1771G102,CMRE,COSTAMARE INC,0,-17666,0,-278.95K,CLOSE,0%
464288760,ITA,ISHARES TR,0,-1302,0,-279.53K,CLOSE,0%
690742101,OC,OWENS CORNING NEW,11860,-2611,1.28M,-282.56K,-18%,0.03%
184496107,CLH,CLEAN HARBORS INC,0,-1210,0,-283.72K,CLOSE,0%
260003108,DOV,DOVER CORP,575,-1376,119.86K,-286.83K,-70.5%,<.01%
82982L103,SITE,SITEONE LANDSCAPE SUPPLY INC,2954,-2161,393.21K,-287.65K,-42.2%,<.01%
G01767105,ALKS,ALKERMES PLC,3395,-8154,120.05K,-288.32K,-70.6%,<.01%
784730103,SSRM,SSR MINING IN,34214,-9940,1.01M,-292.24K,-22.5%,0.02%
76680R206,RNG,RINGCENTRAL INC,0,-10437,0,-301.42K,CLOSE,0%
834203309,SLNO,SOLENO THERAPEUTICS INC,0,-6521,0,-301.92K,CLOSE,0%
11777Q209,BTG,B2GOLD CORP,0,-67198,0,-303.06K,CLOSE,0%
30063P105,EXAS,EXACT SCIENCES CORP,0,-3000,0,-304.68K,CLOSE,0%
12008R107,BLDR,BUILDERS FIRSTSOURCE INC,7537,-3706,620.52K,-305.11K,-33%,0.01%
48138M105,JMIA,JUMIA TECHNOLOGIES AG,0,-24471,0,-305.64K,CLOSE,0%
053611109,AVY,AVERY DENNISON CORP,2015,-1771,347.95K,-305.82K,-46.8%,<.01%
95082P105,WCC,WESCO INTL INC,432,-1119,118.2K,-306.18K,-72.1%,<.01%
G5279N105,KLAR,KLARNA GROUP PLC,34418,-23690,450.53K,-310.1K,-40.8%,<.01%
501889208,LKQ,LKQ CORP,46542,-10596,1.37M,-311.2K,-18.5%,0.03%
21873S108,CRWV,COREWEAVE INC,0,-4348,0,-311.36K,CLOSE,0%
464286400,EWZ,ISHARES INC,162566,-8200,6.24M,-314.8K,-4.8%,0.13%
885160101,THO,THOR INDS INC,0,-3139,0,-322.28K,CLOSE,0%
65340P106,NXE,NEXGEN ENERGY LTD,0,-35135,0,-323.24K,CLOSE,0%
19239V302,CCOI,COGENT COMM HOLDINGS INC,7137,-17161,134.46K,-323.31K,-70.6%,<.01%
192422103,CGNX,COGNEX CORP,4812,-6627,235.74K,-324.66K,-57.9%,<.01%
30034W106,EVRG,EVERGY INC,0,-4484,0,-325.05K,CLOSE,0%
74736L109,QTWO,Q2 HLDGS INC,0,-4507,0,-325.23K,CLOSE,0%
01749D105,ALGM,ALLEGRO MICROSYSTEMS INC,3515,-10360,110.83K,-326.65K,-74.7%,<.01%
92345Y106,VRSK,VERISK ANALYTICS INC,0,-1469,0,-328.6K,CLOSE,0%
649445400,FLG,FLAGSTAR BANK NATIONAL ASSOC,205879,-25129,2.71M,-330.95K,-10.9%,0.06%
G6674U108,NVCR,NOVOCURE LTD,0,-25808,0,-333.7K,CLOSE,0%
464288661,IEI,ISHARES TR,1277,-2859,151.45K,-339.08K,-69.1%,<.01%
G4388N106,HELE,HELEN OF TROY LTD,5754,-23579,82.97K,-340.01K,-80.4%,<.01%
562750109,MANH,MANHATTAN ASSOCIATES INC,0,-1989,0,-344.71K,CLOSE,0%
513272104,LW,LAMB WESTON HLDGS INC,18131,-8217,766.22K,-347.25K,-31.2%,0.02%
98985Y108,ZYME,ZYMEWORKS INC,0,-13252,0,-348.93K,CLOSE,0%
100557107,SAM,BOSTON BEER INC,0,-1807,0,-352.6K,CLOSE,0%
89469A104,THS,TREEHOUSE FOODS INC,0,-15000,0,-353.85K,CLOSE,0%
636274409,NGG,NATIONAL GRID PLC,0,-4579,0,-354.19K,CLOSE,0%
12653C108,CNX,CNX RES CORP,0,-9885,0,-363.47K,CLOSE,0%
89055F103,BLD,TOPBUILD CORP,0,-874,0,-364.62K,CLOSE,0%
98419M100,XYL,XYLEM INC,181,-3086,21.63K,-368.79K,-94.5%,<.01%
426281101,JKHY,HENRY JACK & ASSOC INC,934,-2349,147.61K,-371.24K,-71.6%,<.01%
42226A107,HQY,HEALTHEQUITY INC,0,-4072,0,-373.04K,CLOSE,0%
81369Y209,XLV,SELECT SECTOR SPDR TR,0,-2411,0,-373.22K,CLOSE,0%
00404A109,ACHC,ACADIA HEALTHCARE COMPANY IN,0,-26309,0,-373.32K,CLOSE,0%
852312305,STAA,STAAR SURGICAL CO,449,-19996,8.4K,-373.91K,-97.8%,<.01%
912008109,USFD,US FOODS HLDG CORP,0,-4972,0,-374.49K,CLOSE,0%
64828T201,RITM,RITHM CAPITAL CORP,3828,-40131,36.29K,-380.44K,-91.3%,<.01%
29275Y102,ENS,ENERSYS,217,-2241,37.7K,-389.3K,-91.2%,<.01%
87901J105,TGNA,TEGNA INC,0,-20320,0,-394.41K,CLOSE,0%
87615L107,TH,TARGET HOSPITALITY CORP,19278,-42508,178.9K,-394.47K,-68.8%,<.01%
277432100,EMN,EASTMAN CHEM CO,9284,-5227,708.55K,-398.92K,-36%,0.01%
82846H405,QXO,QXO INC,0,-20692,0,-399.15K,CLOSE,0%
464288224,ICLN,ISHARES TR,0,-24311,0,-399.43K,CLOSE,0%
608190104,MHK,MOHAWK INDS INC,5460,-4125,537.59K,-406.15K,-43%,0.01%
74834L100,DGX,QUEST DIAGNOSTICS INC,549,-2092,107.59K,-409.99K,-79.2%,<.01%
292671708,UUUU,ENERGY FUELS INC,139864,-22475,2.55M,-410.17K,-13.8%,0.05%
G89479102,TRMD,TORM PLC,11140,-14760,310.81K,-411.8K,-57%,<.01%
43300A203,HLT,HILTON WORLDWIDE HLDGS INC,60088,-1359,18.27M,-413.24K,-2.2%,0.38%
401617105,GES,GUESS INC,0,-24788,0,-415.2K,CLOSE,0%
090043100,BILL,BILL HOLDINGS INC,41547,-10877,1.59M,-416.59K,-20.7%,0.03%
446413106,HII,HUNTINGTON INGALLS INDS INC,0,-1227,0,-417.27K,CLOSE,0%
874060205,TAK,TAKEDA PHARMACEUTICAL CO LTD,0,-27062,0,-421.9K,CLOSE,0%
45073V108,ITT,ITT INC,0,-2447,0,-424.58K,CLOSE,0%
351858105,FNV,FRANCO NEV CORP,9712,-1722,2.4M,-425.42K,-15.1%,0.05%
G0403H108,AON,AON PLC,0,-1209,0,-426.63K,CLOSE,0%
65341B106,XIFR,XPLR INFRASTRUCTURE LP,157517,-40405,1.67M,-429.1K,-20.4%,0.03%
011659109,ALK,ALASKA AIR GROUP INC,0,-8537,0,-429.41K,CLOSE,0%
17888H103,CIVI,CIVITAS RESOURCES INC,0,-15913,0,-431.08K,CLOSE,0%
G81276100,SIG,SIGNET JEWELERS LIMITED,16666,-5110,1.41M,-432.51K,-23.5%,0.03%
19247G107,COHR,COHERENT CORP,61355,-1836,14.62M,-437.35K,-2.9%,0.3%
88080T104,WULF,TERAWULF INC,0,-38533,0,-442.74K,CLOSE,0%
D18190898,DB,DEUTSCHE BANK A G,0,-11677,0,-450.26K,CLOSE,0%
47759T100,JKS,JINKOSOLAR HLDG CO LTD,0,-17831,0,-460.22K,CLOSE,0%
53635D202,LQDA,LIQUIDIA CORPORATION,4049,-12286,152.81K,-463.67K,-75.2%,<.01%
25460G195,YINN,DIREXION SHS ETF TR,0,-10912,0,-464.74K,CLOSE,0%
67103H107,ORLY,OREILLY AUTOMOTIVE INC,0,-5143,0,-469.09K,CLOSE,0%
984245100,YPF,YPF SOCIEDAD ANONIMA,22079,-10156,1.02M,-469.41K,-31.5%,0.02%
829933100,SIRI,SIRIUSXM HOLDINGS INC,0,-23533,0,-470.54K,CLOSE,0%
58463J304,MPW,MEDICAL PROPERTIES TRUST INC,302291,-101837,1.4M,-471.51K,-25.2%,0.03%
00214Q302,ARKG,ARK ETF TR,70990,-17849,1.88M,-471.57K,-20.1%,0.04%
892356106,TSCO,TRACTOR SUPPLY CO,37497,-10747,1.7M,-486.84K,-22.3%,0.03%
44107P104,HST,HOST HOTELS & RESORTS INC,0,-27554,0,-488.53K,CLOSE,0%
29446M102,EQNR,EQUINOR ASA,19602,-11629,827.2K,-490.74K,-37.2%,0.02%
03852U106,ARMK,ARAMARK,0,-13383,0,-493.3K,CLOSE,0%
620076307,MSI,MOTOROLA SOLUTIONS INC,2506,-1160,1.09M,-503.41K,-31.6%,0.02%
78574H104,SOC,SABLE OFFSHORE CORP,0,-56650,0,-510.98K,CLOSE,0%
83089J108,SKYT,SKYWATER TECHNOLOGY INC,0,-28270,0,-513.38K,CLOSE,0%
G4412G101,HLF,HERBALIFE LTD,8288,-35263,122K,-519.07K,-81%,<.01%
69351T106,PPL,PPL CORP,0,-14960,0,-523.9K,CLOSE,0%
36262G101,GXO,GXO LOGISTICS INCORPORATED,23399,-10113,1.21M,-524.36K,-30.2%,0.02%
91823B109,UWMC,UWM HOLDINGS CORPORATION,418595,-145767,1.52M,-527.68K,-25.8%,0.03%
83418M103,SEI,SOLARIS ENERGY INFRAS INC,0,-11502,0,-528.75K,CLOSE,0%
M5216V106,GLBE,GLOBAL E ONLINE LTD,0,-13616,0,-535.25K,CLOSE,0%
607828100,MOD,MODINE MFG CO,3654,-2501,791.86K,-541.99K,-40.6%,0.02%
405024100,HAE,HAEMONETICS CORP MASS,0,-6822,0,-546.78K,CLOSE,0%
871829107,SYY,SYSCO CORP,8723,-7670,622.21K,-547.1K,-46.8%,0.01%
398905109,GPI,GROUP 1 AUTOMOTIVE INC,1221,-1662,403.7K,-549.51K,-57.6%,<.01%
820014405,SBET,SHARPLINK INC,172238,-86683,1.11M,-559.11K,-33.5%,0.02%
338307101,FIVN,FIVE9 INC,0,-28181,0,-565.03K,CLOSE,0%
086516101,BBY,BEST BUY INC,0,-8479,0,-567.5K,CLOSE,0%
M22465104,CHKP,CHECK POINT SOFTWARE TECH LT,0,-3099,0,-575.05K,CLOSE,0%
M7S64H106,MNDY,MONDAY COM LTD,11158,-8350,771.13K,-577.07K,-42.8%,0.02%
783549108,R,RYDER SYS INC,0,-3022,0,-578.38K,CLOSE,0%
150870103,CE,CELANESE CORP DEL,1241,-8866,81.62K,-583.12K,-87.7%,<.01%
775711104,ROL,ROLLINS INC,0,-9752,0,-585.32K,CLOSE,0%
464288752,ITB,ISHARES TR,21661,-6490,1.96M,-587.67K,-23.1%,0.04%
761152107,RMD,RESMED INC,1335,-2623,299.68K,-588.81K,-66.3%,<.01%
59522J103,MAA,MID-AMER APT CMNTYS INC,0,-4284,0,-595.09K,CLOSE,0%
525327102,LDOS,LEIDOS HOLDINGS INC,895,-3828,139.19K,-595.33K,-81.1%,<.01%
Y8162K204,SBLK,STAR BULK CARRIERS CORP.,0,-31045,0,-596.68K,CLOSE,0%
37940X102,GPN,GLOBAL PMTS INC,0,-7827,0,-605.81K,CLOSE,0%
G50871105,JAZZ,JAZZ PHARMACEUTICALS PLC,0,-3591,0,-610.47K,CLOSE,0%
127190304,CACI,CACI INTL INC,0,-1160,0,-618.06K,CLOSE,0%
35953D104,FUBO,FUBOTV INC,0,-245387,0,-618.38K,CLOSE,0%
29446Y502,EQX,EQUINOX GOLD CORP,0,-44178,0,-620.26K,CLOSE,0%
754730109,RJF,RAYMOND JAMES FINL INC,1262,-4310,182.72K,-624.04K,-77.4%,<.01%
86562M209,SMFG,SUMITOMO MITSUI FINL GROUP I,0,-33140,0,-640.6K,CLOSE,0%
416515104,HIG,HARTFORD INSURANCE GROUP INC,0,-4671,0,-643.66K,CLOSE,0%
87305R109,TTMI,TTM TECHNOLOGIES INC,0,-9407,0,-649.08K,CLOSE,0%
922042874,VGK,VANGUARD INTL EQUITY INDEX F,0,-7801,0,-652.24K,CLOSE,0%
916896103,UEC,URANIUM ENERGY CORP,34970,-48810,472.1K,-658.93K,-58.3%,<.01%
358054104,FRSH,FRESHWORKS INC,0,-54226,0,-664.27K,CLOSE,0%
969904101,WSM,WILLIAMS SONOMA INC,0,-3734,0,-666.86K,CLOSE,0%
682143102,OMER,OMEROS CORP,6430,-63223,67.9K,-667.64K,-90.8%,<.01%
833034101,SNA,SNAP ON INC,302,-1842,109.69K,-669.05K,-85.9%,<.01%
05605H100,BWXT,BWX TECHNOLOGIES INC,0,-3873,0,-669.41K,CLOSE,0%
26922A842,JETS,ETF SER SOLUTIONS,0,-24285,0,-681.68K,CLOSE,0%
46138G706,TAN,INVESCO EXCH TRADED FD TR II,0,-13940,0,-684.73K,CLOSE,0%
751212101,RL,RALPH LAUREN CORP,0,-1937,0,-684.94K,CLOSE,0%
148929102,CAVA,CAVA GROUP INC,0,-11878,0,-697.12K,CLOSE,0%
25243Q205,DEO,DIAGEO PLC,0,-8212,0,-708.45K,CLOSE,0%
780287108,RGLD,ROYAL GOLD INC,9531,-2867,2.43M,-729.62K,-23.1%,0.05%
22822V101,CCI,CROWN CASTLE INC,0,-8241,0,-732.38K,CLOSE,0%
349381103,FIGR,FIGURE TECHNOLOGY SOLUTIO,0,-18195,0,-743.08K,CLOSE,0%
833635105,SQM,SOCIEDAD QUIMICA Y MINERA DE,2424,-9192,196.2K,-744K,-79.1%,<.01%
65345N106,NN,NEXTNAV INC,159728,-47773,2.56M,-765.32K,-23%,0.05%
G3922B107,G,GENPACT LIMITED,0,-16501,0,-771.92K,CLOSE,0%
344419106,FMX,FOMENTO ECONOMICO MEXICANO S,1732,-7151,192.36K,-794.19K,-80.5%,<.01%
G9572D103,BULL,WEBULL CORP,205392,-166156,985.88K,-797.55K,-44.7%,0.02%
363576109,AJG,GALLAGHER ARTHUR J & CO,0,-3094,0,-800.7K,CLOSE,0%
592688105,MTD,METTLER TOLEDO INTERNATIONAL,0,-577,0,-804.45K,CLOSE,0%
024061103,DCH,DAUCH CORP,61368,-136240,363.91K,-807.9K,-68.9%,<.01%
22266T109,CPNG,COUPANG INC,130132,-44162,2.46M,-833.78K,-25.3%,0.05%
457642205,INOD,INNODATA INC,0,-16563,0,-843.88K,CLOSE,0%
56585A102,MPC,MARATHON PETE CORP,0,-5191,0,-844.21K,CLOSE,0%
83001C108,FUN,SIX FLAGS ENTERTAINMENT CORP,0,-55244,0,-847.44K,CLOSE,0%
642045108,AESI,ATLAS ENERGY SOLUTIONS INC,16342,-65148,214.41K,-854.74K,-79.9%,<.01%
464287523,SOXX,ISHARES TR,8132,-2721,2.67M,-894.28K,-25.1%,0.06%
00370M103,ABVX,ABIVAX SA,9769,-8117,1.09M,-903.83K,-45.4%,0.02%
50077B207,KTOS,KRATOS DEFENSE & SEC SOLUTIO,36751,-12842,2.59M,-905.49K,-25.9%,0.05%
406216101,HAL,HALLIBURTON CO,70456,-23254,2.75M,-906.67K,-24.8%,0.06%
172908105,CTAS,CINTAS CORP,0,-4848,0,-911.76K,CLOSE,0%
058498106,BALL,BALL CORP,6834,-15556,403.96K,-919.52K,-69.5%,<.01%
81762P102,NOW,SERVICENOW INC,145890,-8830,15.25M,-923.18K,-5.7%,0.31%
780087102,RY,ROYAL BK CDA,7100,-5716,1.15M,-924.73K,-44.6%,0.02%
M2682V108,CYBR,CYBERARK SOFTWARE LTD,0,-2099,0,-936.28K,CLOSE,0%
G8588X103,SGHC,SUPER GROUP SGHC LIMITED,809646,-87562,8.74M,-945.67K,-9.8%,0.18%
071813109,BAX,BAXTER INTL INC,153228,-57078,2.57M,-958.91K,-27.1%,0.05%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,5756,-2901,1.9M,-959.85K,-33.5%,0.04%
515098101,LSTR,LANDSTAR SYS INC,3790,-6001,607.58K,-962.02K,-61.3%,0.01%
209115104,ED,CONSOLIDATED EDISON INC,7923,-8532,896.73K,-965.65K,-51.9%,0.02%
571748102,MRSH,MARSH & MCLENNAN COS INC,0,-5249,0,-973.79K,CLOSE,0%
25746U109,D,DOMINION ENERGY INC,0,-17113,0,-1M,CLOSE,0%
F92124100,TTE,TOTALENERGIES SE,0,-15364,0,-1.01M,CLOSE,0%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,499536,-33426,15.05M,-1.01M,-6.3%,0.31%
776696106,ROP,ROPER TECHNOLOGIES INC,0,-2282,0,-1.02M,CLOSE,0%
45867G101,IDCC,INTERDIGITAL INC,1012,-3384,305.62K,-1.02M,-77%,<.01%
861012102,STM,STMICROELECTRONICS N V,50971,-29599,1.76M,-1.02M,-36.7%,0.04%
77664L207,ROOT,ROOT INC,0,-14161,0,-1.02M,CLOSE,0%
23804L103,DDOG,DATADOG INC,0,-7546,0,-1.03M,CLOSE,0%
48251W104,KKR,KKR & CO INC,189280,-11153,17.51M,-1.03M,-5.6%,0.36%
88322Q108,TGTX,TG THERAPEUTICS INC,5386,-31155,178.92K,-1.03M,-85.3%,<.01%
12468P104,AI,C3 AI INC,38346,-125460,322.87K,-1.06M,-76.6%,<.01%
23282W605,CYTK,CYTOKINETICS INC,0,-16658,0,-1.06M,CLOSE,0%
983793100,XPO,XPO INC,0,-7813,0,-1.06M,CLOSE,0%
01741R102,ATI,ATI INC,0,-9362,0,-1.07M,CLOSE,0%
670002401,NVAX,NOVAVAX INC,40148,-132532,326.81K,-1.08M,-76.8%,<.01%
29362U104,ENTG,ENTEGRIS INC,20097,-9302,2.36M,-1.09M,-31.6%,0.05%
04016X101,ARGX,ARGENX SE,243,-1498,177.45K,-1.09M,-86%,<.01%
35137L105,FOXA,FOX CORP,0,-15008,0,-1.1M,CLOSE,0%
74767V109,QS,QUANTUMSCAPE CORP,162787,-172482,1.04M,-1.1M,-51.4%,0.02%
166764100,CVX,CHEVRON CORP NEW,0,-7240,0,-1.1M,CLOSE,0%
N72482206,QGEN,QIAGEN NV,0,-24668,0,-1.11M,CLOSE,0%
31488V107,FERG,FERGUSON ENTERPRISES INC,1985,-4757,463.02K,-1.11M,-70.6%,<.01%
767204100,RIO,RIO TINTO PLC,6711,-11903,626.07K,-1.11M,-63.9%,0.01%
93403J106,WRBY,WARBY PARKER INC,66155,-52702,1.39M,-1.11M,-44.3%,0.03%
78440X887,SLG,SL GREEN RLTY CORP,0,-24315,0,-1.12M,CLOSE,0%
G96629103,WTW,WILLIS TOWERS WATSON PLC LTD,0,-3405,0,-1.12M,CLOSE,0%
194014502,ENOV,ENOVIS CORPORATION,0,-42139,0,-1.12M,CLOSE,0%
G65431127,NE,NOBLE CORP PLC,35171,-22963,1.73M,-1.13M,-39.5%,0.04%
205768302,CRK,COMSTOCK RES INC,3426,-53978,72.22K,-1.14M,-94%,<.01%
G3323L100,FN,FABRINET,100,-2193,52.15K,-1.14M,-95.6%,<.01%
205887102,CAG,CONAGRA BRANDS INC,0,-66164,0,-1.15M,CLOSE,0%
50212V100,LPLA,LPL FINL HLDGS INC,0,-3217,0,-1.15M,CLOSE,0%
61559X104,MLTX,MOONLAKE IMMUNOTHERAPEUTICS,0,-87390,0,-1.15M,CLOSE,0%
131193104,CALY,TOPGOLF CALLAWAY BRANDS CORP,0,-99436,0,-1.16M,CLOSE,0%
N00985106,AER,AERCAP HOLDINGS NV,0,-8236,0,-1.18M,CLOSE,0%
810186106,SMG,SCOTTS MIRACLE-GRO CO,0,-20293,0,-1.18M,CLOSE,0%
69366J200,PTCT,PTC THERAPEUTICS INC,0,-15926,0,-1.21M,CLOSE,0%
903731107,ULS,UL SOLUTIONS INC,0,-15688,0,-1.24M,CLOSE,0%
574599106,MAS,MASCO CORP,2479,-20761,149.66K,-1.25M,-89.3%,<.01%
45168D104,IDXX,IDEXX LABS INC,0,-1879,0,-1.27M,CLOSE,0%
099502106,BAH,BOOZ ALLEN HAMILTON HLDG COR,0,-15245,0,-1.29M,CLOSE,0%
89677Q107,TCOM,TRIP COM GROUP LTD,0,-18667,0,-1.34M,CLOSE,0%
801056102,SANM,SANMINA CORPORATION,0,-8980,0,-1.35M,CLOSE,0%
031100100,AME,AMETEK INC,0,-6569,0,-1.35M,CLOSE,0%
G0250X107,AMCR,AMCOR PLC,0,-162276,0,-1.35M,CLOSE,0%
25401T603,DBRG,DIGITALBRIDGE GROUP INC,0,-88384,0,-1.36M,CLOSE,0%
316841105,FIG,FIGMA INC,15190,-64142,321.12K,-1.36M,-80.9%,<.01%
81369Y860,XLRE,SELECT SECTOR SPDR TR,0,-33685,0,-1.36M,CLOSE,0%
836100107,SOUN,SOUNDHOUND AI INC,0,-136944,0,-1.37M,CLOSE,0%
589400100,MCY,MERCURY GENL CORP NEW,8008,-15846,705.9K,-1.4M,-66.4%,0.01%
40415F101,HDB,HDFC BANK LTD,8074,-56447,200.88K,-1.4M,-87.5%,<.01%
058586108,BLDP,BALLARD PWR SYS INC NEW,0,-553779,0,-1.41M,CLOSE,0%
03073E105,COR,CENCORA INC,0,-4178,0,-1.41M,CLOSE,0%
617446448,MS,MORGAN STANLEY,25940,-8580,4.27M,-1.41M,-24.9%,0.09%
18452B209,CLSK,CLEANSPARK INC,47864,-166555,407.32K,-1.42M,-77.7%,<.01%
N82405106,STLA,STELLANTIS N.V,56249,-202720,398.81K,-1.44M,-78.3%,<.01%
55616P104,M,MACYS INC,70696,-79800,1.28M,-1.44M,-53%,0.03%
18467V109,YOU,CLEAR SECURE INC,0,-41304,0,-1.45M,CLOSE,0%
98956P102,ZBH,ZIMMER BIOMET HOLDINGS INC,0,-16242,0,-1.46M,CLOSE,0%
144285103,CRS,CARPENTER TECHNOLOGY CORP,0,-4641,0,-1.46M,CLOSE,0%
835699307,SONY,SONY GROUP CORP,35341,-71514,731.56K,-1.48M,-66.9%,0.02%
91680M107,UPST,UPSTART HLDGS INC,41238,-57732,1.06M,-1.48M,-58.3%,0.02%
26856L103,ELF,E L F BEAUTY INC,10870,-24562,658.83K,-1.49M,-69.3%,0.01%
Y2573F102,FLEX,FLEX LTD,0,-24673,0,-1.49M,CLOSE,0%
87151X101,SYM,SYMBOTIC INC,0,-25458,0,-1.51M,CLOSE,0%
90138F102,TWLO,TWILIO INC,21896,-12076,2.75M,-1.52M,-35.5%,0.06%
857477103,STT,STATE STR CORP,4458,-12195,564.2K,-1.54M,-73.2%,0.01%
91733P107,USAR,USA RARE EARTH INC,46519,-103698,704.07K,-1.57M,-69%,0.01%
92840M102,VST,VISTRA CORP,68245,-10452,10.26M,-1.57M,-13.3%,0.21%
45687V106,IR,INGERSOLL RAND INC,3022,-19637,242.12K,-1.57M,-86.7%,<.01%
165167735,EXE,EXPAND ENERGY CORPORATION,0,-14308,0,-1.58M,CLOSE,0%
25459W458,SOXL,DIREXION SHS ETF TR,0,-37793,0,-1.59M,CLOSE,0%
09175A206,BMNR,BITMINE IMMERSION TECNOLOGIE,72106,-81066,1.43M,-1.6M,-52.9%,0.03%
05550J101,BJ,BJS WHSL CLUB HLDGS INC,858,-16304,84.44K,-1.6M,-95%,<.01%
G51502105,JCI,JOHNSON CONTROLS INTERNATION,57185,-12300,7.49M,-1.61M,-17.7%,0.15%
457669307,INSM,INSMED INC,7620,-10037,1.25M,-1.64M,-56.8%,0.03%
G9456A100,GLNG,GOLAR LNG LTD,0,-45323,0,-1.69M,CLOSE,0%
136069101,CM,CANADIAN IMPERIAL BANK OF CO,0,-18726,0,-1.7M,CLOSE,0%
294429105,EFX,EQUIFAX INC,104,-9434,18.73K,-1.7M,-98.9%,<.01%
889478103,TOL,TOLL BROTHERS INC,15122,-12531,2.06M,-1.71M,-45.3%,0.04%
81730H109,S,SENTINELONE INC,486407,-133928,6.26M,-1.72M,-21.6%,0.13%
65249B109,NWSA,NEWS CORP NEW,28195,-69684,702.9K,-1.74M,-71.2%,0.01%
959802109,WU,WESTERN UN CO,79467,-199481,693.75K,-1.74M,-71.5%,0.01%
30212P303,EXPE,EXPEDIA GROUP INC,0,-6193,0,-1.75M,CLOSE,0%
60855R100,MOH,MOLINA HEALTHCARE INC,5845,-13192,779.14K,-1.76M,-69.3%,0.02%
647581206,EDU,NEW ORIENTAL ED & TECHNOLOGY,3551,-31234,201.09K,-1.77M,-89.8%,<.01%
88642R109,TDW,TIDEWATER INC NEW,989,-21917,82.63K,-1.83M,-95.7%,<.01%
447011107,HUN,HUNTSMAN CORP,194220,-137858,2.59M,-1.83M,-41.5%,0.05%
382550101,GT,GOODYEAR TIRE & RUBR CO,40605,-277049,269.21K,-1.84M,-87.2%,<.01%
311900104,FAST,FASTENAL CO,9398,-39702,436.07K,-1.84M,-80.9%,<.01%
83304A106,SNAP,SNAP INC,220743,-407581,1.02M,-1.87M,-64.9%,0.02%
464287432,TLT,ISHARES TR,26181,-21676,2.27M,-1.88M,-45.3%,0.05%
15118V207,CELH,CELSIUS HLDGS INC,301710,-53166,10.7M,-1.89M,-15%,0.22%
032095101,APH,AMPHENOL CORP,24873,-15062,3.14M,-1.9M,-37.7%,0.06%
75886F107,REGN,REGENERON PHARMACEUTICALS,10390,-2482,8.03M,-1.92M,-19.3%,0.17%
020764106,AMR,ALPHA METALLURGICAL RESOUR I,452,-9471,92.78K,-1.94M,-95.4%,<.01%
26853E102,EH,EHANG HLDGS LTD,4722,-201619,45.85K,-1.96M,-97.7%,<.01%
882681109,TXRH,TEXAS ROADHOUSE INC,0,-11958,0,-1.99M,CLOSE,0%
03769M106,APO,APOLLO GLOBAL MGMT INC,0,-13761,0,-1.99M,CLOSE,0%
G25508105,CRH,CRH PLC,0,-16081,0,-2.01M,CLOSE,0%
705573103,PEGA,PEGASYSTEMS INC,7007,-48017,298.22K,-2.04M,-87.3%,<.01%
904311107,UAA,UNDER ARMOUR INC,857722,-345918,5.07M,-2.04M,-28.7%,0.1%
87165B103,SYF,SYNCHRONY FINANCIAL,0,-24695,0,-2.06M,CLOSE,0%
86881A100,SGRY,SURGERY PARTNERS INC,0,-134613,0,-2.08M,CLOSE,0%
25400Q105,DJT,TRUMP MEDIA & TECHNOLOGY GRO,0,-157867,0,-2.09M,CLOSE,0%
